Date,AAPL,ABT,ACN,ADBE,AMGN,AMZN,AVGO,BAC,BMY,CAT,COST,CRM,CSCO,CVX,DIS,GE,GOOG,HD,HON,IBM,INTC,JPM,KO,LIN,LLY,LOW,MA,MCD,MDT,META,MRK,MSFT,NEE,NFLX,NKE,NVDA,PEP,PFE,PG,QCOM,SBUX,T,TMO,TSLA,TXN,UNH,V,VZ,WMT,XOM
2015-01-02,24.32042694091797,36.744815826416016,74.62397766113281,72.33999633789062,119.26303100585938,15.425999641418457,7.605642318725586,14.441472053527832,42.927154541015625,69.77417755126953,114.60496520996094,58.81854248046875,20.05514144897461,72.6583480834961,86.31001281738281,102.97284698486328,26.045291900634766,81.37752532958984,77.2973861694336,99.99214935302734,27.896451950073242,47.17426300048828,30.437501907348633,107.39826965332031,57.80580139160156,56.06254196166992,80.31998443603516,71.90369415283203,55.9660758972168,78.08200073242188,39.88233947753906,40.07212829589844,20.48892593383789,49.84857177734375,42.14032745361328,0.4830991327762604,69.97865295410156,19.715229034423828,67.44157409667969,55.25330352783203,33.3454475402832,11.901089668273926,124.25410461425781,14.620667457580566,40.54247283935547,86.1926040649414,61.67287826538086,27.467029571533203,23.37729263305664,59.51023483276367
2015-01-05,23.635284423828125,36.75300216674805,73.364013671875,71.9800033569336,117.8458480834961,15.10949993133545,7.484060764312744,14.021946907043457,42.25632095336914,66.09109497070312,113.30199432373047,57.75614929199219,19.655641555786133,69.75408172607422,85.04873657226562,101.08272552490234,25.502361297607422,79.67021179199219,75.82437133789062,98.41880798339844,27.581893920898438,45.70973205566406,30.437501907348633,104.56351470947266,57.23651885986328,54.72101593017578,78.06072998046875,71.10955047607422,55.732505798339844,76.82791137695312,40.475093841552734,39.703643798828125,20.27191734313965,47.31142807006836,41.46184539794922,0.4749395251274109,69.45252227783203,19.608251571655273,67.12091064453125,54.99295425415039,32.70671081542969,11.788656234741211,122.54721069335938,14.005999565124512,39.913272857666016,84.77287292480469,60.31153106689453,27.238922119140625,23.309253692626953,57.881927490234375
2015-01-06,23.637516021728516,36.335628509521484,72.83480834960938,70.52999877929688,114.04915618896484,14.76449966430664,7.313847541809082,13.602417945861816,42.18417739868164,65.66583251953125,114.79922485351562,56.79304885864258,19.648378372192383,69.72180938720703,84.59762573242188,98.90487670898438,24.91128921508789,79.42632293701172,75.6469955444336,96.29623413085938,27.06785011291504,44.5245361328125,30.668628692626953,103.22463989257812,57.5252799987793,54.8452262878418,77.8919906616211,71.24060821533203,55.452213287353516,75.79280090332031,42.06509780883789,39.12089538574219,20.350658416748047,46.50143051147461,41.217952728271484,0.46054017543792725,68.92642211914062,19.771862030029297,66.81519317626953,54.21189498901367,32.440574645996094,11.80622386932373,121.40281677246094,14.085332870483398,39.25374984741211,84.601806640625,59.92290496826172,27.513824462890625,23.488872528076172,57.57421112060547
2015-01-07,23.968955993652344,36.630252838134766,74.36359405517578,71.11000061035156,118.03231811523438,14.920999526977539,7.511416435241699,13.666960716247559,42.73240280151367,66.68344116210938,116.79817199707031,56.52497482299805,19.829971313476562,69.66373443603516,85.4630126953125,98.94599151611328,24.86861228942871,82.14859008789062,76.19456481933594,95.6668930053711,27.635604858398438,44.59246826171875,31.051441192626953,104.3816909790039,57.120975494384766,56.47659683227539,79.10360717773438,72.48194122314453,56.838138580322266,75.79280090332031,42.96470260620117,39.61793899536133,20.536930084228516,46.74285888671875,42.069374084472656,0.4593401551246643,70.94190979003906,20.042448043823242,67.1656723022461,54.844181060791016,33.23898696899414,11.875055313110352,125.03962707519531,14.063332557678223,39.95874786376953,85.46565246582031,60.72575378417969,27.33627700805664,24.112085342407227,58.15758514404297
2015-01-08,24.889904022216797,37.383148193359375,75.49756622314453,72.91999816894531,117.60711669921875,15.02299976348877,7.886796474456787,13.949338912963867,43.79998779296875,67.36689758300781,117.80171966552734,58.17316436767578,19.982505798339844,71.25784301757812,86.34684753417969,100.13761901855469,24.947021484375,83.96607208251953,77.58273315429688,97.74624633789062,28.149646759033203,45.588958740234375,31.427030563354492,106.1007308959961,58.47413635253906,57.6690673828125,80.33403015136719,72.75177764892578,58.200679779052734,77.81327056884766,43.829444885253906,40.783416748046875,20.661758422851562,47.779998779296875,43.04050827026367,0.4766194224357605,72.23120880126953,20.451486587524414,67.93376159667969,55.42439651489258,33.775367736816406,11.993200302124023,126.3392562866211,14.041333198547363,40.61071014404297,89.545166015625,61.54022979736328,27.92218780517578,24.621002197265625,59.125587463378906
2015-01-09,24.916593551635742,36.990325927734375,75.41355895996094,71.83999633789062,116.16006469726562,14.846500396728516,7.971144199371338,13.699233055114746,43.51146697998047,66.56192016601562,115.98885345458984,57.746219635009766,20.18589210510254,69.83796691894531,86.77033233642578,98.74055480957031,24.623945236206055,82.5262222290039,76.29483032226562,98.1719741821289,28.203353881835938,44.79629898071289,31.080337524414062,104.67095184326172,57.69857406616211,56.5842399597168,79.31025695800781,71.8651351928711,57.92814636230469,77.37532806396484,43.627193450927734,40.440635681152344,20.479324340820312,47.04142761230469,42.566017150878906,0.4785393178462982,71.74215698242188,20.54587745666504,67.29988861083984,55.35746765136719,32.66985321044922,11.957398414611816,125.8349380493164,13.77733325958252,40.63345718383789,88.70703887939453,60.62800598144531,27.673614501953125,24.31619644165039,59.042259216308594
2015-01-12,24.302637100219727,37.30130386352539,75.18677520751953,71.12000274658203,116.52559661865234,14.570500373840332,7.838925361633301,13.457196235656738,44.8531608581543,65.98477935791016,115.34144592285156,57.31928634643555,20.37474822998047,68.33419799804688,86.96366119384766,98.53510284423828,24.444290161132812,82.1564712524414,75.9246597290039,96.52455139160156,28.080598831176758,44.41128921508789,30.798654556274414,104.43954467773438,57.27776336669922,56.186763763427734,78.29586791992188,71.71092224121094,57.982669830322266,76.36012268066406,43.44589614868164,39.93502426147461,20.42746353149414,45.547142028808594,42.50838088989258,0.4725395441055298,71.44576263427734,20.62138557434082,67.05380249023438,54.72516632080078,32.850013732910156,11.989618301391602,124.62264251708984,13.480667114257812,40.269561767578125,87.70641326904297,60.509334564208984,27.86300277709961,24.49853515625,57.907562255859375
2015-01-13,24.518409729003906,36.70073318481445,75.45557403564453,70.58999633789062,115.71998596191406,14.737000465393066,7.794853210449219,13.271636009216309,45.53121566772461,65.58988189697266,114.18415069580078,57.55757522583008,20.41106414794922,67.24993896484375,87.6357421875,98.0420150756836,24.62444305419922,81.61356353759766,76.4645004272461,96.75286865234375,28.00386619567871,44.418846130371094,30.791425704956055,103.72049713134766,57.244747161865234,56.19502639770508,78.47430419921875,71.57215881347656,56.67463684082031,76.09137725830078,43.36917495727539,39.72935104370117,20.508129119873047,46.255714416503906,42.13144302368164,0.4718196392059326,71.39391326904297,20.413724899291992,67.33716583251953,54.27885818481445,33.112064361572266,11.989618301391602,124.46746826171875,13.616666793823242,40.01939392089844,88.15115356445312,60.686180114746094,27.92218780517578,24.30531883239746,57.696014404296875
2015-01-14,24.424985885620117,36.42924499511719,74.5735855102539,69.98999786376953,115.73491668701172,14.66349983215332,7.856404781341553,12.9408540725708,45.40858840942383,65.362060546875,112.7435531616211,56.84269714355469,20.280319213867188,67.05634307861328,86.75192260742188,97.71330261230469,24.85719871520996,80.75596618652344,76.1097183227539,96.12966918945312,27.888784408569336,42.88638687133789,30.740873336791992,102.96841430664062,57.55826950073242,55.80582809448242,78.38981628417969,70.57757568359375,55.88043975830078,75.92218017578125,43.68299102783203,39.38655090332031,20.634868621826172,46.31999969482422,41.55498504638672,0.4737394154071808,71.63102722167969,20.438894271850586,67.10601806640625,53.72096252441406,32.927799224853516,11.93233871459961,122.39203643798828,12.845999717712402,39.95874786376953,88.37349700927734,59.47145462036133,27.797901153564453,23.57052230834961,57.52933883666992
2015-01-15,23.7620792388916,36.15775680541992,74.06121063232422,70.29000091552734,113.31819152832031,14.34749984741211,7.699108123779297,12.263154029846191,44.4564094543457,64.55815124511719,112.7435531616211,54.71792221069336,19.90987205505371,66.26248931884766,86.8624038696289,96.8914794921875,24.902854919433594,79.47349548339844,74.89124298095703,95.3707504272461,27.766023635864258,41.51244354248047,30.610843658447266,102.8692855834961,57.54177474975586,54.94460678100586,77.25332641601562,70.45423126220703,55.98166275024414,73.70265197753906,43.15298843383789,38.975215911865234,20.55613899230957,46.25143051147461,41.1558837890625,0.47037971019744873,71.63102722167969,20.388553619384766,67.00907135009766,53.096126556396484,32.58386993408203,11.90727710723877,120.3844985961914,12.791333198547363,39.71616744995117,89.33993530273438,58.90596389770508,27.874835968017578,23.78006362915039,57.029296875
